







👉东哥定制通知💓,#genre#
咪咕直播4,http://gslbserv.itv.cmvideo.cn:80/3000000001000008001/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008001&livemode=1&stbId=3%24
咪咕直播5,http://gslbserv.itv.cmvideo.cn:80/3000000001000008176/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008176&livemode=1&stbId=3%24
咪咕直播6,http://gslbserv.itv.cmvideo.cn:80/3000000001000008379/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008379&livemode=1&stbId=3%24
咪咕直播7,http://gslbserv.itv.cmvideo.cn:80/3000000001000010129/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010129&livemode=1&stbId=3%24
咪咕直播8,http://gslbserv.itv.cmvideo.cn:80/3000000001000010948/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010948&livemode=1&stbId=3%24
咪咕直播9,http://gslbserv.itv.cmvideo.cn:80/3000000001000028638/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000028638&livemode=1&stbId=3%24

海外TV,#genre#
SportsGrid,https://sportsgrid-tribal.amagi.tv/hls/amagi_hls_data_sportstri-sportsgrid-sportstribal/CDN/playlist.m3u8
BLEAV Football,https://139cdd2c07204547aa4c184866d2d662.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/Linear-493-BLEAV-FOOTBALL-SPORTSTRIBALTV/mt/sportstribaltv/493/hls/master/playlist.m3u8
Sports Connect,https://d1jl8oqlli7412.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/SportsStudio-Passthrough-SportsConnect/index.m3u8
MTRSPT1,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg02873-kravemedia-mtrspt1-sportstribal/playlist.m3u8
RPM Motorsport,https://d1phlc8te2m7db.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/RPM-SportsTribal/playlist.m3u8
United Fight Alliance,https://9ab4bcc639c845d2b682105f4e9afbf8.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/SportsTribal-eu_UnitedFightAlliance/playlist.m3u8
FIGHT NETWORK,https://amg00966-amg00966c10-amgplt0201.playout.now3.amagi.tv/playlist/amg00966-amg00966c10-amgplt0201/playlist.m3u8
MVMT Culture,https://d15g7z5n3epv7t.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/TheGrapplingNetwork-SportsTribal/236.m3u8
Harlem Globetrotters,https://32d0f0785a2a46d28117199f63ad73ea.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/SportsTribal-eu_TheHarlemGlobeTrotters/playlist.m3u8
Cricket Gold,https://d1nj4u39ja4cn0.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/FLS-MuxIP-CricketGold/418.m3u8
Lacrosse Channel,https://e9f5db0f59d6470c81af59545905e4e5.mediatailor.us-west-2.amazonaws.com/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/SportsTribal-LacrosseChannel/LSN_SCTE.m3u8
Racquet,https://b01bd331ff0249b5a62e52ff0cd4104a.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-627-COURT-SPORTS-NETWORK-SPORTSTRIBALTV/mt/sportstribaltv/627/hls/master/playlist.m3u8
Action & Extreme,https://76eb25c25d284d038e4a785c7c982f9d.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-957-WORB-LATAM-ES-FAST-FREELIVESPORTS/957/freelivesports/hls/master/playlist.m3u8
GoPro,https://3a1b4d927c02473b806350cc162d271f.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-891-GOPRO-FREELIVESPORTS/mt/freelivesports/891/hls/master/playlist.m3u8
InTrouble,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00861-terninternation-introuble-sportstribal/playlist.m3u8
World of Freesports,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01866-mainstreammedia-freesportsinc-sportstribal/playlist.m3u8
FUEL TV,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01074-fueltv-fueltvemeaen-sportstribal/playlist.m3u8
Poker,https://d39azd0vpxfn6x.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/SportsTribal-MuxIP-WPTLive/406.m3u8
PokerGO,https://ea14c91ee2fb4faea1f381e9c9e51173.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-426-POKERGO-SPORTSTRIBALTV/mt/sportstribaltv/426/hls/master/playlist.m3u8
Poker Night In America,https://linear-1068.frequency.stream/dist/freelivesports/1068/hls/master/playlist.m3u8
Kozoom,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01743-sportstribal-kozoom-sportstribal/playlist.m3u8
Outdoors,https://3100d8a6ad764beb9da3c6ebf285ba1b.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-600-OUTDOORAMERICA-FREELIVESPORTS/mt/freelivesports/600/hls/master/playlist.m3u8
Wired2Fish,https://b0530716d58747539cefbb49fbcf833c.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-80-WIRED2FISH-SPORTSTRIBALTV/mt/sportstribaltv/80/hls/master/playlist.m3u8
Pursuit UP,https://fca567973f1544d3b177a416690efb86.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-205-PURSUIT-CHANNEL-SPORTSTRIBALTV/mt/sportstribaltv/205/hls/master/playlist.m3u8
H20 TV,https://1261a78709344810a5b834d397509879.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-738-H2OTV-SPORTSTRIBALTV/mt/sportstribaltv/738/hls/master/playlist.m3u8
Strongman Champions League,https://0864a05b1ca54a4e8fe73805bf810fa4.mediatailor.us-east-1.amazonaws.com/v1/master/04fd913bb278d8775298c26fdca9d9841f37601f/SportsTribal-gb_StrongmanChampionsLeague/playlist.m3u8
Choppertown,https://7d8dc76d676946ec8d372d4ed7b22333.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-11-CHOPPERTOWN-SPORTSTRIBAL/mt/sportstribaltv/11/hls/master/playlist.m3u8
The Boat Show,https://b74b2c1067794724b288f2e6996c2dad.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/SportsTribal-eu_TheBoatShow/playlist.m3u8
Equestrian,https://hncfree-sportstribal.amagi.tv/hls/amagi_hls_data_sportstri-hncfree-sportstribal/CDN/playlist.m3u8
GCTV,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00585-sportstribaltv-gctv-sportstribal/playlist.m3u8
MORE U,https://114933112aa649148b22f46d7798c6ce.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/SportsTribal-eu_MoreU/playlist.m3u8
American Stories Network,https://linear-1016.frequency.stream/dist/freelivesports/1016/hls/master/playlist.m3u8
Greatest Sports Legends & Laughs,https://3db084d1dd6f49ecbf809a40d8a446b2.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/SportsTribal-eu_GreatestSportsLegendsandLaughs/playlist.m3u8
Documentary+,https://a38d899367d24b1197db60dedfa80262.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-887-DOCUMENTARYINTERNATIONAL-FREELIVESPORTS/mt/freelivesports/887/hls/master/playlist.m3u8
Drone TV,https://a480c1a918694b47b63f7ba07a0f1dc2.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/SportsTribal-eu_DroneTV/playlist.m3u8


央视频道移动,#genre#
CCTV1,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/4/224/3221228581/index.m3u8$央视
CCTV2,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228094/index.m3u8$央视
CCTV3,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228499/index.m3u8$央视
CCTV4,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228091/index.m3u8$央视
CCTV4K,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228472/index.m3u8$央视
CCTV5,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228502/index.m3u8$央视
CCTV5+,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228176/index.m3u8$央视
CCTV6,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228516/index.m3u8$央视
CCTV7,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227626/index.m3u8$央视
CCTV8,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228578/index.m3u8$央视
CCTV8K,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8$央视
CCTV9,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227614/index.m3u8$央视
CCTV10,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227620/index.m3u8$央视
CCTV11,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227720/index.m3u8$央视
CCTV12,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227637/index.m3u8$央视
CCTV13,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228224/index.m3u8$央视
CCTV14,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227693/index.m3u8$央视
CCTV15,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227723/index.m3u8$央视
CCTV16,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228168/index.m3u8$央视
CCTV17,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227592/index.m3u8$央视

文化精品,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228677/index.m3u8$
央视央视台球,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228683/index.m3u8$
央视风云音乐,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228665/index.m3u8$
央视第一剧场,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228659/index.m3u8$
央视风云剧场,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228662/index.m3u8$
央视怀旧剧场,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228671/index.m3u8$
央视女性时尚,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228674/index.m3u8$
央视高尔夫网球,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228138/index.m3u8$
央视风云足球,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228668/index.m3u8$
央视电视指南,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228689/index.m3u8$
央视世界地理,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228680/index.m3u8$
央视兵器科技,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228686/index.m3u8$

凤凰卫视香港,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228530/index.m3u8$
香港凤凰卫视中文,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8$
香港凤凰卫视资讯,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8$
香港广东卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/1/224/3221227476/index.m3u8$
卫视深圳卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227555/index.m3u8$
卫视浙江卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227491/index.m3u8$
卫视湖南卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227482/index.m3u8$
卫视北京卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227508/index.m3u8$
卫视湖北卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227479/index.m3u8$
卫视黑龙江卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227514/index.m3u8$
卫视安徽卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227558/index.m3u8$
卫视重庆卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228133/index.m3u8$
卫视东方卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227511/index.m3u8$
卫视东南卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227670/index.m3u8$
卫视甘肃卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227568/index.m3u8$
卫视广西卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8$
卫视贵州卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8$
卫视海南卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228139/index.m3u8$
卫视河北卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228106/index.m3u8$
卫视河南卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228221/index.m3u8$
卫视吉林卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228130/index.m3u8$
卫视江苏卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228097/index.m3u8$
卫视江西卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228109/index.m3u8$
卫视辽宁卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227485/index.m3u8$
卫视青海卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227554/index.m3u8$
卫视山东卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227517/index.m3u8$
卫视四川卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228171/index.m3u8$
卫视三沙卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228626/index.m3u8$
卫视天津卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227488/index.m3u8$
卫视新疆卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228290/index.m3u8$
卫视云南卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227571/index.m3u8$
卫视内蒙古卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227557/index.m3u8$
卫视厦门卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227604/index.m3u8$
卫视陕西卫视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227583/index.m3u8$
卫视无锡新闻综合,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/1/224/3221228103/1.m3u8$
卫视南京影视,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227719/index.m3u8$
卫视南京教科,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227194/index.m3u8$
卫视南京十八,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227178/index.m3u8$
卫视南京文旅,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227722/index.m3u8$
卫视南京新闻综合,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227213/index.m3u8$
卫视江苏综艺,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221225931/index.m3u8$
卫视南京少儿,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/4/224/3221227733/index.m3u8$

纯享4K,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228242/index.m3u8$卫视
4K修复,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228141/index.m3u8$卫视

精品体育,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8$NEWTV
睛彩竞技,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228679/index.m3u8
睛彩广场舞,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/4/224/3221228231/index.m3u8
睛彩篮球,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228682/index.m3u8
睛彩青少,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/4/224/3221228427/index.m3u8NewTV
惊悚悬疑,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227536/index.m3u8$NEWTV
NewTV动作电影,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227606/index.m3u8$NEWTV
爱情喜剧,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227548/index.m3u8$NEWTV
中国功夫,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8$NEWTV
潮妈辣婆,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8$NEWTV
军旅剧场,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8$NEWTV
古装剧场,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227542/index.m3u8$NEWTVNEWTV
精品萌宠,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221228430/index.m3u8$NEWTVNEWTV
家庭剧场,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8$NEWTVNEWTV
金牌综艺,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227541/index.m3u8$NEWTVNEWTV
军事评论,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8$NEWTVNEWTV
明星大片,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8$NEWTVNEWTV
农业致富,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227588/index.m3u8$NEWTVNEWTV
炫舞未来,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227475/index.m3u8$NEWTVNEWTV
怡伴健康,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227612/index.m3u8$NEWTV
精品剧场,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8$NEWTV
动黑莓动画,http://jsyd.sohu.blog:8045/ott.mobaibox.com/PLTV/1/224/3221225555/1.m3u8




央视频道联通,#genre#
CCTV1综合,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2财经,http://123.129.70.178:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3综艺,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4国际,http://123.129.70.178:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛事,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6电影,http://123.129.70.178:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7军农,http://123.129.70.178:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8电视剧,http://123.129.70.178:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://123.129.70.178:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10科教,http://123.129.70.178:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11戏曲,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12社会与法,http://123.129.70.178:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13新闻,http://123.129.70.178:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14少儿,http://123.129.70.178:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15音乐,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://123.129.70.178:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://123.129.70.178:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://123.129.70.178:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0

安徽卫视,http://123.129.70.178:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://123.129.70.178:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://123.129.70.178:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://123.129.70.178:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://123.129.70.178:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视,http://123.129.70.178:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://123.129.70.178:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://123.129.70.178:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://123.129.70.178:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://123.129.70.178:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://123.129.70.178:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://123.129.70.178:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
齐鲁卫视,http://123.129.70.178:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
东营公共,http://123.129.70.178:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
东营新闻综合,http://123.129.70.178:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
海看大片,http://123.129.70.178:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
IPTV经典电影,http://123.129.70.178:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0

电信央视频道,#genre#
ctv01,http://cctv.sohu.blog/hls/cctv1.m3u8
cctv02,http://cctv.sohu.blog/hls/cctv2.m3u8
cctv03,http://cctv.sohu.blog/hls/cctv3.m3u8
cctv04,http://cctv.sohu.blog/hls/cctv4.m3u8
cctv05,http://cctv.sohu.blog/hls/cctv5.m3u8
cctv5+,http://cctv.sohu.blog/hls/cctv5p.m3u8
cctv06,http://cctv.sohu.blog/hls/cctv6.m3u8
cctv07,http://cctv.sohu.blog/hls/cctv7.m3u8
cctv08,http://cctv.sohu.blog/hls/cctv8.m3u8
cctv09,http://cctv.sohu.blog/hls/cctv9.m3u8
cctv10,http://cctv.sohu.blog/hls/cctv10.m3u8
cctv11,http://cctv.sohu.blog/hls/cctv11.m3u8
cctv12,http://cctv.sohu.blog/hls/cctv12.m3u8
cctv13,http://cctv.sohu.blog/hls/cctv13.m3u8
cctv14,http://cctv.sohu.blog/hls/cctv14.m3u8
cctv15,http://cctv.sohu.blog/hls/cctv15.m3u8
cctv16,http://cctv.sohu.blog/hls/cctv16.m3u8
cctv17,http://cctv.sohu.blog/hls/cctv17.m3u8

CCTV01,http://tvtj.jxwltx.com:8003/cctv1.m3u8
CCTV02,http://tvtj.jxwltx.com:8003/cctv2.m3u8
CCTV03,http://tvtj.jxwltx.com:8003/cctv3.m3u8
CCTV04,http://tvtj.jxwltx.com:8003/cctv4.m3u8
CCTV05,http://tvtj.jxwltx.com:8003/cctv5.m3u8
CCTV06,http://tvtj.jxwltx.com:8003/cctv6.m3u8
CCTV07,http://tvtj.jxwltx.com:8003/cctv7.m3u8
CCTV08,http://tvtj.jxwltx.com:8003/cctv8.m3u8
CCTV09,http://tvtj.jxwltx.com:8003/cctv9.m3u8
CCTV10,http://tvtj.jxwltx.com:8003/cctv10.m3u8
CCTV11,http://tvtj.jxwltx.com:8003/cctv11.m3u8
CCTV12,http://tvtj.jxwltx.com:8003/cctv12.m3u8
CCTV13,http://tvtj.jxwltx.com:8003/cctv13.m3u8
CCTV14,http://tvtj.jxwltx.com:8003/cctv14.m3u8
CCTV15,http://tvtj.jxwltx.com:8003/cctv15.m3u8
CCTV16,http://tvtj.jxwltx.com:8003/cctv5p.m3u8
CCTV17,http://tvtj.jxwltx.com:8003/cctv17.m3u8
海南新闻频道,http://nn.7x9d.cn/地方台8563/海南.php?id=xwpd
海南自贸频道,http://nn.7x9d.cn/地方台8563/海南.php?id=jjpd
海南文旅频道,http://nn.7x9d.cn/地方台8563/海南.php?id=wlpd
海口新闻频道,http://183.255.46.4:16080/live/tv1001.m3u8
海口生活频道,http://183.255.46.4:16080/live/tv2502.m3u8
海口城乡频道,http://183.255.46.4:16080/live/tv2503.m3u8
儋州综合频道,http://36009.hlsplay.aodianyun.com/tv_radio_36009/tv_channel_1330.m3u8?auth_key=4854915849005cf8df0f6f82fbb8da58b60f011965c3

北京卫视,http://tvtj1.jxwltx.com:8003/bjws.m3u8
浙江卫视,http://tvtj1.jxwltx.com:8003/zjws.m3u8
江苏卫视,http://tvtj.jxwltx.com:8003/jsws.m3u8
湖南卫视,http://tvtj.jxwltx.com:8003/hunanws.m3u8
广东卫视,http://tvtj.jxwltx.com:8003/gdws.m3u8
深圳卫视,http://tvtj1.jxwltx.com:8003/szws.m3u8
安徽卫视,http://tvtj1.jxwltx.com:8003/ahws.m3u8
山东卫视,http://tvtj1.jxwltx.com:8003/sdws.m3u8
山西卫视,http://tvtj1.jxwltx.com:8003/sxws.m3u8
河南卫视,http://tvtj1.jxwltx.com:8003/hnws.m3u8
江西卫视,http://tvtj1.jxwltx.com:8003/jxws.m3u8
四川卫视,http://tvtj1.jxwltx.com:8003/scws.m3u8
广西卫视,http://tvtj1.jxwltx.com:8003/gxws.m3u8
云南卫视,http://tvtj.jxwltx.com:8003/ynws.m3u8
东南卫视,http://tvtj.jxwltx.com:8003/dnws.m3u8
